Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
190031174,1/3/19,1/3/19,1500,1/3/19,1530,213,,,1016 WILDWOOD RD NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.80385,-84.35397
190031217,1/3/19,1/3/19,1500,1/3/19,1540,502,,,250 10TH ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78218,-84.37867
190031257,1/3/19,1/3/19,100,1/3/19,500,606,,,144 MORELAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Reynoldstown,N,33.75736,-84.3496
190031380,1/3/19,1/3/19,1211,1/3/19,1633,508,,,275 BAKER ST,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76206,-84.39568
190031431,1/3/19,1/3/19,1715,1/3/19,1719,605,,,800 GLENWOOD AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.74234,-84.36002
190031433,1/3/19,1/3/19,1630,1/3/19,1720,401,,,850 OAK ST SW @WEST END MALL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74057,-84.4168
190031903,1/3/19,1/3/19,1845,1/3/19,2130,211,,,2625 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82742,-84.36532
190031914,1/3/19,1/3/19,2000,1/3/19,2115,207,,,1784 PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Ardmore,E,33.80334,-84.39351
190031921,1/3/19,1/3/19,1930,1/3/19,2115,501,,,1085 HOWELL MILL RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78455,-84.41142
190031954,1/3/19,1/3/19,2100,1/3/19,2250,213,,,1544 PIEDMONT AVE NE @ANSLEY MALL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Piedmont Heights,F,33.79789,-84.37101
190032001,1/3/19,1/3/19,1900,1/3/19,2200,602,,,753 EDGEWOOD AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75443,-84.36262
190032010,1/3/19,1/3/19,2100,1/3/19,2105,208,,,3247 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84376,-84.37894
190032026,1/3/19,1/3/19,2030,1/3/19,2230,209,,,3830 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,East Chastain Park,B,33.85865,-84.38102
190032145,1/3/19,1/3/19,2320,1/3/19,2346,207,,,669 ANTONE ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.79838,-84.41001
190031754,1/3/19,1/3/19,1946,1/3/19,1948,212,,,2349 CHESHIRE BRIDGE RD NE,Evening Watch,2,LARCENY-NON VEHICLE,620,2302,Lindridge/Martin Manor,F,33.81924,-84.35086
190030659,1/3/19,1/3/19,903,1/3/19,1117,208,,,3242 PEACHTREE RD,Day Watch,14,LARCENY-NON VEHICLE,610,2301,Buckhead Forest,B,33.84564,-84.37462
190021687,1/3/19,1/2/19,2019,1/2/19,2019,204,,,1801 HOWELL MILL RD NW,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190030566,1/3/19,3/1/18,1200,1/2/19,2359,205,,,569 COLLIER RD NW,Day Watch,20,LARCENY-NON VEHICLE,670,2308,Collier Hills,C,33.81069,-84.40659
190031059,1/3/19,12/28/18,800,12/31/18,900,502,,200,1430 W PEACHTREE ST NW,Evening Watch,5,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.79367,-84.38787
190031342,1/3/19,1/3/19,1430,1/3/19,1600,113,,A314,2591 ETHERIDGE DR NW,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Carey Park,G,33.7881,-84.47292
190031350,1/3/19,1/3/19,1700,1/3/19,1800,601,,,865 VIRGINIA AVE NE,Evening Watch,31,LARCENY-NON VEHICLE,660,2317,Virginia Highland,F,33.78173,-84.35939
190031779,1/3/19,12/24/18,1630,12/24/18,2300,609,,,1275 CAROLINE ST,Evening Watch,18,LARCENY-NON VEHICLE,690,2399,Edgewood,O,33.75674,-84.34619
190160780,1/3/19,12/23/18,0,12/25/18,0,313,,,3800 BROWNS MILL RD,Day Watch,2,LARCENY-NON VEHICLE,690,2399,Blair Villa/Poole Creek,Z,33.65387,-84.39257
190030034,1/3/19,1/2/19,1900,1/3/19,104,611,,,205 LAKESIDE VILLAGE DR SE,Morning Watch,26,AUTO THEFT,710,2404,The Villages at East Lake,O,33.74464,-84.31599
190030339,1/3/19,1/2/19,1900,1/3/19,530,303,,,291 GLENN ST SW,Day Watch,20,AUTO THEFT,710,2404,Mechanicsville,V,33.73833,-84.3973
190030487,1/3/19,1/3/19,800,1/3/19,824,203,,,2074 GARRISON WAY NW,Day Watch,20,AUTO THEFT,710,2404,Whittier Mill Village,D,33.81157,-84.48033
190030490,1/3/19,1/3/19,825,1/3/19,827,407,,,3627 GINNIS RD SW,Day Watch,20,AUTO THEFT,710,2404,Fairburn Mays,H,33.73178,-84.51207
190030693,1/3/19,1/2/19,2200,1/3/19,1000,409,,,2062 CHILDRESS DR SW,Evening Watch,20,AUTO THEFT,710,2404,Southwest,R,33.69912,-84.48575
190030732,1/3/19,1/2/19,2210,1/2/19,2240,206,,521,3092 PIEDMONT RD NE,Day Watch,14,AUTO THEFT,710,2404,Buckhead Village,B,33.84028,-84.36979
190031143,1/3/19,1/3/19,1500,1/3/19,1515,413,,,3580 CAMPBELLTON RD SW,Evening Watch,23,AUTO THEFT,710,2404,,P,33.6899,-84.50584
190031515,1/3/19,1/3/19,715,1/3/19,1615,403,,,1145 EDGEFIELD DR SW,Day Watch,13,AUTO THEFT,710,2404,Oakland City,S,33.72376,-84.42997
190032032,1/3/19,1/3/19,2130,1/3/19,2230,508,,,123 MARIETTA ST NW,Evening Watch,18,AUTO THEFT,710,2404,Downtown,M,33.75767,-84.39266
190030190,1/3/19,1/3/19,100,1/3/19,245,303,,,464 WINDSOR ST SW,Morning Watch,13,ROBBERY-PEDESTRIAN,341,1206,Castleberry Hill,M,33.74348,-84.40341
190030387,1/3/19,1/3/19,700,1/3/19,730,401,,,837 LEE ST,Day Watch,12,HOMICIDE,110,911,West End,T,33.73207,-84.41435
190031989,1/3/19,1/3/19,2210,1/3/19,2213,506,,,931 MONROE DR NE @BELTLINE BUSINESS,Morning Watch,18,AGG ASSAULT,410,1314,Midtown,E,33.77909,-84.36717
190032095,1/3/19,1/3/19,2319,1/3/19,2319,305,,,1553 JONESBORO RD SE,Morning Watch,12,ROBBERY-COMMERCIAL,314,1201D,South Atlanta,Y,33.71059,-84.38209
190030599,1/3/19,12/27/18,1600,1/2/19,1607,201,,,1363 PEACHTREE BATTLE AVE NW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Wesley Battle,C,33.8266,-84.43201
190030892,1/3/19,11/26/18,0,1/3/19,1300,308,,,2122 RACHAEL ST SE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Norwood Manor,Z,33.69626,-84.36094
190030962,1/3/19,1/3/19,1318,1/3/19,1328,305,,,68 PARK AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,South Atlanta,Y,33.71187,-84.3849
190031011,1/3/19,12/28/18,1500,1/3/19,1352,403,,,1089 OAKLAND DR SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Oakland City,S,33.72532,-84.42763
190031126,1/3/19,1/3/19,1328,1/3/19,1328,305,,,26 DOROTHY ST SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,South Atlanta,Y,33.71054,-84.38312
190031180,1/3/19,1/3/19,550,1/3/19,1430,411,,510,3030 CONTINENTAL COLONY PKWY SW,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Greenbriar,R,33.68066,-84.49371
190032048,1/3/19,1/3/19,845,1/3/19,2252,602,,220,870 INMAN VILLAGE PKWY NE,Morning Watch,26,BURGLARY-RESIDENCE,511,2202,Inman Park,N,33.76121,-84.36
190030833,1/3/19,1/3/19,1200,1/3/19,1205,101,,,876 MARTIN L KING JR DR SW,Day Watch,13,AGG ASSAULT,420,1315K,Atlanta University Center,T,33.75457,-84.41624
190031887,1/3/19,1/3/19,2057,1/3/19,2057,407,,3,3621 GINNIS CT SW,Evening Watch,26,AGG ASSAULT,420,1315K,Fairburn Mays,H,33.73141,-84.51212
190030229,1/3/19,1/3/19,325,1/3/19,325,401,,,1095 RALPH D ABERNATHY BLVD SW,Morning Watch,21,BURGLARY-NONRES,512,2203,West End,T,33.7387,-84.42367
190031455,1/3/19,7/30/18,1200,1/3/19,1500,107,,,1674 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,,BURGLARY-NONRES,512,2203,Grove Park,J,33.77285,-84.44276
190031135,1/3/19,12/24/18,1200,1/3/19,1506,407,,504,415 FAIRBURN RD SW,Evening Watch,26,BURGLARY-RESIDENCE,521,2204,Fairburn Mays,H,33.74349,-84.50968
190031769,1/3/19,1/3/19,1100,1/3/19,1945,308,,,1869 THOMASVILLE DR SE,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Thomasville Heights,Z,33.70063,-84.35811
190040604,1/4/19,1/3/19,2053,1/3/19,2102,301,,,442 LYNNHAVEN DR SW,Day Watch,20,BURGLARY-RESIDENCE,521,2204,Capitol View Manor,X,33.7156,-84.40226
190041019,1/4/19,1/1/18,800,1/1/18,2000,603,,18,345 GLEN IRIS DR NE,Day Watch,,BURGLARY-RESIDENCE,521,2204,Old Fourth Ward,M,33.76356,-84.3677
190042003,1/4/19,1/4/19,815,1/4/19,2100,308,,165,460 THOMASVILLE BLVD SE,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Thomasville Heights,Z,33.70602,-84.35939
190040123,1/4/19,1/4/19,100,1/4/19,200,106,,,1325 DONALD LEE HOLLOWELL PKWY NW,Morning Watch,19,BURGLARY-NONRES,512,2203,,J,33.7726,-84.43123
190041440,1/4/19,1/4/19,1530,1/4/19,1600,311,,,2849 GRAND AVE SW,Evening Watch,20,AGG ASSAULT,440,1399,Hammond Park,X,33.67757,-84.40144
190040551,1/4/19,1/3/19,1730,1/4/19,815,604,,7209,349 DECATUR ST SE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Sweet Auburn,M,33.74988,-84.37788
190041040,1/4/19,1/4/19,1253,1/4/19,1300,505,,,730 PIEDMONT AVE NE,Day Watch,20,AGG ASSAULT,430,1315,Midtown,E,33.77446,-84.38202
190042131,1/4/19,1/4/19,2150,1/4/19,2153,404,,,1747 N OLYMPIAN WAY SW,Evening Watch,13,AGG ASSAULT,430,1315,Westview,T,33.73637,-84.44513
190041189,1/4/19,7/7/18,0,1/4/19,1420,302,,,1120 MCDANIEL ST SW,Evening Watch,99,LARCENY-FROM VEHICLE,650,2304,Pittsburgh,V,33.7245,-84.40152
190041947,1/4/19,1/4/19,1930,1/4/19,1942,111,,,120 HARWELL RD NW,Evening Watch,,AGG ASSAULT,410,1314,,I,33.75457,-84.49304
190042243,1/4/19,1/4/19,2302,1/4/19,2302,408,,,1843 CAMPBELLTON RD SW,Morning Watch,13,AGG ASSAULT,410,1314,Venetian Hills,S,33.70982,-84.44905
190040743,1/4/19,1/4/19,1000,1/4/19,1030,211,,,2561 PIEDMONT RD NE,Day Watch,,ROBBERY-COMMERCIAL,312,1201,Lindbergh/Morosgo,B,33.82561,-84.36464
183422060,1/4/19,12/8/18,2330,12/8/18,2340,213,,,2198 CHESHIRE BRIDGE RD,Morning Watch,18,AUTO THEFT,710,2404,Lindridge/Martin Manor,F,33.81501,-84.35353
190041058,1/4/19,1/4/19,1300,1/4/19,1318,402,,,1295 DONNELLY AVENUE SW,Day Watch,13,AUTO THEFT,720,2424,Westview,T,33.73718,-84.44665
190040589,1/4/19,1/3/19,1900,1/4/19,255,213,,,1540 MARKAN DR NE,Day Watch,13,AUTO THEFT,710,2404,Edmund Park,F,33.79584,-84.34307
190040802,1/4/19,1/4/19,1030,1/4/19,1040,106,,,1026 W MARIETTA ST NW,Day Watch,18,AUTO THEFT,710,2404,Knight Park/Howell Station,K,33.78469,-84.41986
190040867,1/4/19,1/3/19,2130,1/4/19,1030,306,,,662 HUGH ST,Day Watch,13,AUTO THEFT,710,2404,Sylvan Hills,X,33.70656,-84.40871
190040960,1/4/19,1/4/19,820,1/4/19,1253,604,,,320 PARKWAY DR NE,Day Watch,28,AUTO THEFT,710,2404A,Old Fourth Ward,M,33.76342,-84.37438
190041679,1/4/19,1/4/19,1330,1/4/19,1630,213,,,603 GREYSTONE PARK NE,Evening Watch,20,AUTO THEFT,710,2404,Morningside/Lenox Park,F,33.80038,-84.36715
190041986,1/4/19,1/4/19,1800,1/4/19,1810,401,,,535 JOSEPH E LOWERY BLVD SW,Evening Watch,24,AUTO THEFT,710,2404,West End,T,33.74028,-84.41784
190042272,1/4/19,1/4/19,1945,1/4/19,2315,505,,,40 7TH ST NE,Evening Watch,18,AUTO THEFT,710,2404,Midtown,E,33.77874,-84.38612
190041056,1/4/19,12/1/18,0,1/1/19,1200,109,,,2080 LOUISE PL NW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Grove Park,J,33.77756,-84.45557
190041163,1/4/19,1/4/19,1200,1/4/19,1403,109,,,2619 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,Center Hill,J,33.77579,-84.47254
190041186,1/4/19,1/3/19,800,1/3/19,1600,201,,,3193 HOWELL MILL RD ,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,,C,33.84222,-84.42767
190041233,1/4/19,1/4/19,1334,1/4/19,1340,301,,,701 BROOKLINE ST SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Adair Park,V,33.72722,-84.41029
190041594,1/4/19,1/4/19,1400,1/4/19,1800,303,,,639 WINDSOR ST SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Mechanicsville,V,33.73741,-84.39842
190041622,1/4/19,1/4/19,1700,1/4/19,1745,101,,,1970 NORTH AVE,Evening Watch,20,LARCENY-NON VEHICLE,690,105,Grove Park,J,33.76842,-84.4522
190041290,1/4/19,1/4/19,1505,1/4/19,1505,306,,,1621 BREWER BLVD SW,Evening Watch,13,ROBBERY-PEDESTRIAN,317,1299G,Sylvan Hills,X,33.71055,-84.41717
190040499,1/4/19,1/4/19,753,1/4/19,810,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,,ROBBERY-COMMERCIAL,316,1211G,Greenbriar,R,33.68677,-84.49773
190041150,1/4/19,12/27/18,0,12/27/18,100,603,,2232,525 GLEN IRIS DR NE,Unknown,26,LARCENY-NON VEHICLE,660,2317,Old Fourth Ward,M,33.76819,-84.36763
190041107,1/4/19,9/12/18,1743,9/14/18,700,205,,3217,914 COLLIER RD NW,Evening Watch,99,LARCENY-NON VEHICLE,670,2308,Wildwood (NPU-C),C,33.80978,-84.41695
190041185,1/4/19,1/4/19,1347,1/4/19,1347,211,,,2625 PIEDMONT RD NE,Day Watch,8,LARCENY-NON VEHICLE,670,2308,Lindbergh/Morosgo,B,33.82678,-84.36699
190041593,1/4/19,1/4/19,1330,1/4/19,1430,611,,,466 HOOPER ST SE,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,East Lake,O,33.73974,-84.291
190041615,1/4/19,1/4/19,1700,1/4/19,1740,511,,,20 B BROAD ST,Evening Watch,13,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.75365,-84.39118
190041703,1/4/19,1/4/19,1730,1/4/19,1742,111,,,3561 MARTIN L KING JR DR NW,Evening Watch,21,LARCENY-NON VEHICLE,670,2308,Adamsville,H,33.75893,-84.50452
190010588,1/4/19,1/1/18,230,1/4/19,230,508,,,30 IVAN ALLEN JR BLVD,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76483,-84.3864
190040916,1/4/19,1/4/19,0,1/4/19,1100,501,,,450 16TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78829,-84.40378
190040942,1/4/19,1/4/19,1230,1/4/19,1230,,,,723 SMITH ST,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Mechanicsville,V,33.73519,-84.40109
190041074,1/4/19,1/4/19,1300,1/4/19,1315,309,,,2461 METROPOLITAN PKWY SW,Day Watch,,LARCENY-FROM VEHICLE,640,2305,Perkerson,X,33.68783,-84.40888
190041087,1/4/19,12/27/18,2300,12/27/18,2300,606,,,208 CARROLL ST SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Cabbagetown,N,33.74897,-84.36797
190041229,1/4/19,1/4/19,1245,1/4/19,1330,211,,,3097 PIEDMONT RD NE,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Peachtree Park,B,33.84059,-84.36972
190041268,1/4/19,1/3/19,2100,1/4/19,1450,604,,,BRADLEY ST SE / DECATUR ST SE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75216,-84.36887
190041413,1/4/19,1/4/19,1200,1/4/19,1550,206,,100,2996 GRANDVIEW AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Garden Hills,B,33.83641,-84.37646
190041424,1/4/19,1/4/19,700,1/4/19,1500,207,,,100 BENNETT ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.81177,-84.39534
190041435,1/4/19,1/4/19,1630,1/4/19,1706,207,,,1861 PEACHTREE RD NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,,E,33.80671,-84.39389
190041444,1/4/19,1/4/19,1530,1/4/19,1558,209,,,3756 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,East Chastain Park,B,33.85735,-84.38197
190041474,1/4/19,1/4/19,1545,1/4/19,1615,209,,,3639 PIEDMONT RD NE,Unknown,,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.85396,-84.38212
190041746,1/4/19,1/4/19,1630,1/4/19,1800,206,,,3167 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.84083,-84.37587
190041846,1/4/19,1/4/19,1800,1/4/19,1857,501,,,568 14TH ST NW         ,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78613,-84.40585
190041919,1/4/19,1/4/19,1915,1/4/19,1927,208,,,3495 BUCKHEAD LOOP NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.85209,-84.3645
190041943,1/4/19,1/4/19,1700,1/4/19,1800,501,,,1071 HOWELL MILL RD NW,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78381,-84.41176
190041989,1/4/19,1/4/19,1830,1/4/19,2010,502,,,250 10TH ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78187,-84.37905
190042077,1/4/19,1/4/19,1955,1/4/19,2112,503,,,930 JUNIPER ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78,-84.38272
190042085,1/4/19,1/4/19,1800,1/4/19,2120,505,,,860 PEACHTREE ST NE,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77813,-84.38445
190042152,1/4/19,1/4/19,2200,1/4/19,2230,505,,,855 PEACHTREE ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.778,-84.38424
190042179,1/4/19,1/4/19,1930,1/4/19,2215,509,,,60 ANDREW YOUNG INTERNA BLVD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75976,-84.38539
190042196,1/4/19,1/4/19,2229,1/4/19,2229,104,,,1410 MOZLEY PL SW,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Mozley Park,K,33.75105,-84.43366
190042280,1/4/19,1/4/19,1030,1/5/19,115,502,,,1337 PEACHTREE ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.79121,-84.3854
190042288,1/4/19,1/4/19,2300,1/4/19,2331,213,,,550 AMSTERDAM AVE NE @RED CHAIR,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.78831,-84.36886
190042327,1/4/19,1/4/19,2255,1/4/19,2340,604,,,327 EDGEWOOD AVE SE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75437,-84.3766
190042348,1/4/19,1/4/19,2100,1/5/19,2242,204,,,1801 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.80448,-84.41348
190041652,1/4/19,12/31/18,2200,1/1/19,230,503,,,1150 CRESCENT AVE NE,Morning Watch,3,LARCENY-NON VEHICLE,610,2301,Midtown,E,33.78601,-84.38437
190040561,1/4/19,1/3/19,2200,1/3/19,2230,103,,,696 DONALD LEE HOLLOWELL PKWY NW ,Evening Watch,4,LARCENY-NON VEHICLE,620,2302,English Avenue,L,33.77292,-84.40987
190040126,1/4/19,1/3/19,130,1/3/19,130,203,,,2429 BOLTON RD NW,Morning Watch,23,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82065,-84.45537
190040230,1/4/19,1/3/19,1800,1/4/19,200,304,,,759 POLLARD BLVD SW @HOWARD JOHNSONS S,Morning Watch,14,LARCENY-FROM VEHICLE,640,2305,Summerhill,V,33.73405,-84.39127
190040320,1/4/19,1/4/19,400,1/4/19,405,308,,,2090 JONESBORO RD SE,Morning Watch,99,LARCENY-FROM VEHICLE,640,2305,Norwood Manor,Z,33.69773,-84.36999
190040359,1/4/19,1/3/19,2239,1/4/19,500,610,,A5,1800 MEMORIAL DR SE,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Kirkwood,O,33.74752,-84.3291
190040411,1/4/19,1/3/19,2200,1/4/19,620,605,,,627 WALDO ST SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.73727,-84.3669
190040437,1/4/19,1/4/19,600,1/4/19,613,211,,,2591 PIEDMONT RD NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82494,-84.36684
190040638,1/4/19,1/3/19,2100,1/4/19,600,107,,,615 CHARLOTTE PL NW,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Grove Park,J,33.77168,-84.4501
190040664,1/4/19,1/3/19,1100,1/4/19,934,502,,6,71 MADDOX DR NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Ansley Park,E,33.79567,-84.37665
190040861,1/4/19,1/1/19,1100,1/1/19,1100,102,,,868 JOESEPH E BOONE,Day Watch,3,LARCENY-FROM VEHICLE,640,2305,Center Hill,J,33.77725,-84.46072
190040874,1/4/19,1/4/19,300,1/4/19,400,404,,,1758 EMERALD AVE SW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Westview,T,33.7419,-84.44555
190032041,1/4/19,1/3/19,2200,1/4/19,2245,206,,,2813 PEACHTREE RD NE @THE BRIAR  PATCH,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Garden Hills,B,33.83198,-84.38483
190032067,1/4/19,1/3/19,740,1/3/19,2200,507,,,190 MARIETTA ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75757,-84.39487
190040870,1/4/19,1/4/19,1030,1/4/19,1115,102,,,835 MARTIN LUTHER KING JR DR NW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
190040883,1/4/19,1/3/19,1801,1/4/19,1140,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
190040924,1/4/19,1/1/19,1700,1/1/19,1720,208,,,3500 PEACHTREE RD NE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,North Buckhead,B,33.85302,-84.36278
190041091,1/4/19,1/4/19,1300,1/4/19,1330,102,,,835 MARTIN LUTHER KING JR DR NW ,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
190041178,1/4/19,1/4/19,1410,1/4/19,1500,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75831,-84.34638
190041672,1/4/19,1/4/19,1730,1/4/19,1800,210,,,3393 PEACHTREE RD,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
190050289,1/5/19,1/5/19,238,1/5/19,238,604,,,400 EDGEWOOD AVE NE,Morning Watch,23,LARCENY-NON VEHICLE,630,2303,Sweet Auburn,M,33.75443,-84.37465
190050049,1/5/19,1/4/19,2314,1/5/19,15,505,,,265 PONCE DE LEON AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77248,-84.37857
190050094,1/5/19,1/5/19,42,1/5/19,43,607,,,577 HEMLOCK CIR SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Ormewood Park,W,33.73836,-84.3517
190050211,1/5/19,1/5/19,1,1/5/19,150,505,,,121  5TH ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77599,-84.38349
190050240,1/5/19,1/4/19,2130,1/5/19,315,206,,,250 PHARR RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83715,-84.37962
190050324,1/5/19,1/4/19,2330,1/5/19,300,501,,,1008 BRADY AVE NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.782,-84.41365
190050345,1/5/19,1/4/19,2130,1/4/19,2350,206,,,56 E ANDREWS DR NW @ANDREWS SQUARE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.84352,-84.38092
190050482,1/5/19,1/5/19,100,1/5/19,300,106,,,1015 W MARIETTA ST NW,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Knight Park/Howell Station,K,33.78489,-84.41987
190050515,1/5/19,1/4/19,2010,1/5/19,630,110,,3202,921 WESTMORELAND CIR NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,West Highlands,G,33.79009,-84.44969
190050664,1/5/19,1/4/19,2200,1/5/19,900,203,,4205,1040 HUFF RD NW,Day Watch,,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.78949,-84.42125
190050749,1/5/19,1/4/19,2100,1/5/19,1000,206,,,3329 HABERSHAM RD NW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.84602,-84.39532
190050828,1/5/19,1/5/19,1030,1/5/19,1115,301,,,944 MURPHY AVE SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Adair Park,V,33.72922,-84.41524
190050832,1/5/19,1/4/19,1930,1/5/19,1116,305,,5,95 MILTON AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Chosewood Park,Y,33.72261,-84.38476
190050858,1/5/19,12/26/18,2330,12/27/18,0,605,,,652 HANSELL ST SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.74022,-84.3661
190050902,1/5/19,1/4/19,2340,1/5/19,1200,509,,,36 JOHN PORTMAN BLVD NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76086,-84.38511
